date,branch,region ,CATEGORY,SALES,PROFIT,quantity,orders
2024-12-31,D, WEST ,FURNITURE,468.52,79.51,1,1
2024-12-07,C,WEST,Furniture,784.99,214.53,3,3
2024-06-02, B ,East, FURNITURE ,319.98,80.15,1,1
2024-09-17,B,West,CLOTHING,160.68,36.97,3,1
2024-03-12,B,South,Electronics,256.29,73.08,2,1
2024-07-03,E,CENTRAL,Grocery,44.27,7.24,17,17
2024-10-09,B,West,Electronics,325.42,56.99,1,1
2024-06-07, D , SOUTH , Grocery ,31.13,7.04,9,9
2024-07-28,E,West,Clothing,122.24,26.0,2,2
2024-06-11,A,SOUTH, GROCERY ,52.85,11.05,5,5
2024-12-14, E ,Central,Clothing,159.26,16.39,3,1
2024-10-09,E, East ,CLOTHING,125.56,31.63,2,1
2024-08-09,E,West,ELECTRONICS,323.28,67.4,1,1
2024-09-22, B , Central ,CLOTHING,119.26,21.33,4,4
2024-03-23,C, East ,Furniture,467.86,116.67,3,1
2024-09-22,C,West, FURNITURE ,515.08,95.89,1,1
2024-04-10, E , Central ,Clothing,160.02,18.28,4,4
2024-11-16, C ,WEST, CLOTHING ,192.2,26.8,3,3
2024-10-30,E, EAST ,CLOTHING,147.92,20.55,1,1
2024-12-03, E ,Central, Electronics ,421.98,98.75,1,1
2024-01-15, A , WEST ,FURNITURE,469.39,96.91,1,1
2024-11-29,B,SOUTH,ELECTRONICS,247.62,44.57,2,1
2024-09-11,E,Central,Furniture,366.9,97.09,1,1
2024-09-04,B,SOUTH,FURNITURE,321.89,83.68,4,2
2024-08-20, A ,West,Clothing,199.25,31.69,3,3
2024-08-13,D,South,GROCERY,29.71,5.49,12,6
2024-04-14,C,East,Furniture,484.3,127.44,2,2
2024-06-12,C,South, CLOTHING ,146.39,14.71,3,3
2024-07-08,E,WEST,FURNITURE,290.54,58.99,2,1
2024-05-03, D ,West,FURNITURE,348.82,47.07,3,1
2024-08-18,B,East, ELECTRONICS ,312.66,87.91,1,1
2024-01-26,C,South, GROCERY ,53.39,8.56,15,15
2024-05-07,B,Central,Furniture,437.37,118.19,4,4
2024-04-07,B, South ,Grocery,49.63,6.45,7,3
2024-09-12, C ,SOUTH,ELECTRONICS,328.19,42.86,3,1
2024-02-16,D, South ,CLOTHING,99.25,20.55,1,1
2024-04-20,E,CENTRAL,Electronics,260.99,42.4,2,1
2024-01-26,C,South,GROCERY,48.13,7.29,15,7
2024-05-26,E,West,ELECTRONICS,293.34,32.76,1,1
2024-08-08,B,CENTRAL,FURNITURE,363.48,85.48,3,3
2024-07-25,C,West,GROCERY,52.99,10.02,14,7
2024-01-27,E, East ,FURNITURE,419.62,70.26,4,2
2024-10-10,C,West,GROCERY,59.96,6.95,11,11
2024-09-15, D ,CENTRAL, ELECTRONICS ,56.37,9.64,3,1
2024-03-06,A, South ,Furniture,388.16,79.11,4,4
2024-06-22,E, Central ,Clothing,124.69,28.7,2,1
2024-04-11,E,SOUTH,ELECTRONICS,216.59,35.71,2,1
2024-01-24,A,EAST,FURNITURE,538.93,125.23,3,1
2024-08-30,E, SOUTH ,Clothing,112.74,27.75,1,1
2024-11-06,E, East ,Furniture,353.21,102.97,4,2
2024-11-09,C,EAST,GROCERY,57.18,13.61,17,17
2024-11-11,C, CENTRAL ,GROCERY,55.55,10.56,18,9
2024-12-28,E,CENTRAL,GROCERY,58.12,9.31,16,16
2024-01-09,C,Central,Electronics,327.09,40.55,2,2
2024-08-01,E, Central ,Electronics,281.14,29.24,3,1
2024-11-01,D,CENTRAL,CLOTHING,108.38,25.4,1,1
2024-01-27, E ,South,Clothing,138.05,20.9,4,2
2024-09-25,E,SOUTH, Clothing ,133.7,26.92,1,1
2024-12-14,B, WEST ,ELECTRONICS,511.62,57.62,4,2
2024-04-07, A ,South,FURNITURE,419.44,73.9,1,1
2024-08-02, B ,SOUTH, CLOTHING ,129.49,19.14,2,2
2024-07-29,E,SOUTH,Electronics,261.09,75.32,2,2
2024-12-27,B,EAST,Furniture,602.35,79.72,2,2
2024-12-05,D,South, FURNITURE ,391.81,69.82,4,4
2024-03-29,D,Central, Furniture ,303.3,54.42,4,4
2024-12-12, C ,SOUTH,CLOTHING,283.92,58.63,2,1
2024-05-06,C,CENTRAL,Clothing,175.03,22.45,2,1
2024-06-01,C,EAST, Grocery ,54.74,5.72,19,19
2024-06-11,D,Central,FURNITURE,226.89,32.84,3,1
2024-05-27,A,South, GROCERY ,54.47,11.71,14,14
2024-06-25,B, Central ,Electronics,270.52,44.03,1,1
2024-05-27, A ,Central, Grocery ,51.17,6.91,10,5
2024-12-01,C,South, Clothing ,239.9,43.12,3,3
2024-04-13, E ,Central, FURNITURE ,347.58,36.55,4,4
2024-03-11, A ,East, CLOTHING ,162.14,47.45,1,1
2024-01-26,E,East, CLOTHING ,149.74,24.31,4,2
2024-01-27, A ,SOUTH,Furniture,434.33,81.61,2,1
2024-08-29, A ,EAST,ELECTRONICS,370.2,82.89,1,1
2024-10-08, B ,South,Grocery,41.43,5.4,16,16
2024-09-01,B,Central,FURNITURE,353.83,39.47,3,1
2024-05-26,A,West,CLOTHING,196.76,58.39,4,4
2024-09-30, A , EAST , GROCERY ,56.62,9.1,13,6
2024-03-31,A,South, GROCERY ,51.78,12.35,7,7
2024-04-05, C , West ,Electronics,380.1,99.89,3,1
2024-06-01,E,West, FURNITURE ,348.79,56.24,3,1
2024-05-25,D,SOUTH,CLOTHING,99.22,12.52,3,1
2024-09-15, D ,CENTRAL,Clothing,36.77,6.99,4,4
2024-02-27,C,EAST,Grocery,54.58,14.49,16,8
2024-11-27,C, East ,ELECTRONICS,304.6,77.33,1,1
2024-06-21,C,EAST,Clothing,154.79,16.07,3,3
2024-11-08,D,SOUTH,Furniture,247.61,62.41,3,3
2024-02-14,D, West ,Clothing,116.76,11.96,1,1
2024-03-12, D ,Central,CLOTHING,88.59,26.15,2,2
2024-01-04,C, South ,CLOTHING,139.82,26.69,4,4
2024-08-16,C,CENTRAL,FURNITURE,435.65,52.11,4,2
2024-10-25,E,WEST,Furniture,368.13,91.1,4,2
2024-11-30,C,East, ELECTRONICS ,343.62,60.19,4,4
2024-12-07,A,SOUTH,FURNITURE,591.31,164.63,1,1
2024-03-22,D,Central,Electronics,154.09,39.66,1,1
2024-11-23,C,Central,Clothing,182.59,27.56,4,2
2024-04-22, B ,SOUTH,Clothing,119.87,12.91,2,1
2024-08-20,E,CENTRAL, Grocery ,44.73,10.37,15,15
2024-12-25,E,SOUTH, Clothing ,210.1,47.76,3,1
2024-05-06, E , WEST ,Grocery,48.9,6.36,12,12
2024-09-27,C,West, ELECTRONICS ,385.89,78.12,4,2
2024-02-01,E, EAST , CLOTHING ,139.24,33.87,1,1
2024-03-25,C,South,Electronics,313.3,35.79,1,1
2024-12-14,B,SOUTH, ELECTRONICS ,372.5,63.3,2,1
2024-09-18,D, WEST ,GROCERY,13.05,3.03,19,19
2024-03-08,E,South,Grocery,40.82,9.47,9,9
2024-10-15, A ,SOUTH,Furniture,413.16,63.22,4,2
2024-01-12,D,Central,ELECTRONICS,211.61,29.87,2,2
2024-04-21,E,West,Electronics,354.6,79.08,1,1
2024-08-04, C , WEST ,ELECTRONICS,403.85,43.77,2,2
2024-02-05,D, West ,Furniture,345.72,89.8,2,1
2024-07-28, B , EAST ,Grocery,51.55,13.52,19,9
2024-07-10,D, South ,Grocery,33.45,4.2,16,8
2024-07-11,A,East,FURNITURE,456.05,79.55,3,3
2024-03-01,B,South,Clothing,132.16,24.83,3,1
2024-04-24,A,WEST, Furniture ,558.59,69.43,2,1
2024-08-25,E, South ,GROCERY,43.38,4.45,7,3
2024-04-27,B,South,Furniture,386.86,80.78,4,4
2024-03-20, C , EAST ,ELECTRONICS,332.57,47.96,1,1
2024-01-17, D ,West,Clothing,100.56,16.49,4,4
2024-04-15,A,West,Electronics,405.27,62.36,2,2
2024-08-16,E,West,CLOTHING,183.87,43.59,2,2
2024-01-23,D, South ,CLOTHING,97.34,28.52,4,4
2024-10-03,B, West ,CLOTHING,145.26,26.54,4,4
2024-09-14,C,EAST,Furniture,458.17,113.94,1,1
2024-10-22,E, Central ,Clothing,123.75,14.7,3,3
2024-06-03,B,EAST,GROCERY,46.1,12.7,16,16
2024-06-02,C, West ,CLOTHING,150.4,39.46,2,1
2024-11-16,D,South,Electronics,184.6,51.0,4,4
2024-06-25, D ,CENTRAL,Grocery,27.36,3.85,14,7
2024-07-28,B,Central,GROCERY,40.1,9.89,14,14
2024-04-04, E ,SOUTH, Clothing ,112.91,28.99,1,1
2024-04-25,C,East,GROCERY,60.06,6.07,8,4
2024-01-30,E, South ,GROCERY,39.39,6.84,6,6
2024-10-12,E,EAST,GROCERY,50.58,6.56,15,7
2024-05-04,C,EAST,FURNITURE,493.23,85.66,1,1
2024-11-27,A, SOUTH ,FURNITURE,415.89,101.65,1,1
2024-02-17,E,EAST,Electronics,291.4,53.19,1,1
2024-05-17,D, West ,ELECTRONICS,252.54,25.42,4,4
2024-04-06,E,EAST, GROCERY ,40.25,4.77,13,13
2024-04-16,C,Central, ELECTRONICS ,369.13,72.42,3,3
2024-04-18, B ,West, GROCERY ,51.9,12.49,14,14
2024-05-04, E ,East, Grocery ,48.38,9.55,12,6
2024-05-02,E, Central , FURNITURE ,418.98,68.89,4,2
2024-07-13,D,Central,Furniture,276.81,35.93,3,1
2024-05-13,C, SOUTH , Grocery ,57.27,8.13,14,7
2024-02-20,D, Central ,CLOTHING,108.21,22.08,4,2
2024-07-08, C ,South, ELECTRONICS ,254.17,37.41,1,1
2024-10-15, B ,EAST,Electronics,290.91,32.73,3,1
2024-05-13,E,SOUTH,FURNITURE,363.12,58.06,1,1
2024-03-19,B,Central,CLOTHING,152.45,34.68,1,1
2024-07-13, E , East ,Grocery,37.07,11.06,19,9
2024-10-08,C,Central,Grocery,54.54,13.53,16,16
2024-11-24,D, SOUTH ,Clothing,97.87,23.49,3,3
2024-06-29,B,East,GROCERY,45.22,9.83,18,9
2024-04-04, E ,West,Electronics,326.94,36.36,3,3
2024-02-08, A , WEST , Grocery ,67.3,9.77,7,3
2024-03-11,B,West,CLOTHING,153.59,28.73,4,4
2024-01-05, B , South , FURNITURE ,279.95,67.52,4,4
2024-01-31,E,South, GROCERY ,40.67,11.46,11,5
2024-01-09,A,South,ELECTRONICS,328.6,33.32,4,4
2024-01-09,E, Central , FURNITURE ,351.1,68.26,4,2
2024-01-09,E,South, CLOTHING ,115.43,18.07,1,1
2024-02-24,A, East ,CLOTHING,162.83,48.03,2,1
2024-04-08,E,Central,Furniture,326.57,60.67,4,2
2024-05-16,D,West,Furniture,293.21,79.35,1,1
2024-07-26,D,East, Clothing ,101.25,22.67,3,1
2024-06-02,A,West, Electronics ,286.98,73.0,2,2
2024-07-26, D , South ,GROCERY,30.57,4.5,10,10
2024-01-29,A,EAST,Electronics,372.65,103.01,4,4
2024-09-12,D, CENTRAL ,ELECTRONICS,69.96,18.58,1,1
2024-09-27,A,EAST,CLOTHING,189.76,56.15,1,1
2024-12-20,E, SOUTH ,Furniture,577.35,141.47,1,1
2024-01-24,A,CENTRAL,ELECTRONICS,322.94,93.46,3,3
2024-04-01, C , WEST , Clothing ,169.56,23.16,4,4
2024-10-27,B,SOUTH,Electronics,247.78,51.79,2,2
2024-06-02, B ,East, Grocery ,44.26,6.44,12,12
2024-12-12,E,Central,Grocery,74.54,15.64,11,5
2024-03-12,A,Central,Electronics,263.88,38.32,2,1
2024-02-20,D,EAST,Electronics,205.03,47.74,1,1
2024-06-23,E,SOUTH,FURNITURE,343.21,41.02,1,1
2024-01-16,C, South ,Grocery,51.11,8.08,11,5
2024-04-26, C ,SOUTH,GROCERY,57.54,7.04,19,9
2024-04-05,E,South,ELECTRONICS,258.36,51.53,3,3
2024-11-12,C, EAST ,ELECTRONICS,344.25,94.47,4,4
2024-02-12,C,EAST, GROCERY ,66.6,6.9,8,4
2024-12-30, B , South ,Furniture,554.83,128.68,4,4
2024-07-03, A , West ,Electronics,338.67,71.81,1,1
2024-06-06, D ,Central,FURNITURE,222.92,47.17,4,2
2024-02-22, B ,WEST,CLOTHING,150.35,23.53,3,1
2024-08-08,D,South,Electronics,191.17,49.64,2,1
2024-01-14,A, CENTRAL ,ELECTRONICS,314.52,37.33,3,1
2024-11-01,E,Central, GROCERY ,35.51,4.94,9,9
2024-01-07, C ,South,GROCERY,58.33,9.48,9,9
2024-02-13, E ,East,CLOTHING,132.42,18.43,1,1
2024-12-16, D ,East,Clothing,158.27,33.48,4,2
2024-05-17,C,CENTRAL,Grocery,59.85,13.33,6,6
2024-03-15,A,EAST,GROCERY,64.73,13.04,15,7
2024-05-21,D, CENTRAL , GROCERY ,32.35,3.45,16,16
2024-02-09, C , Central ,CLOTHING,186.1,30.27,4,4
2024-11-16,D, East ,Grocery,32.22,9.46,18,9
2024-02-24, B ,Central,ELECTRONICS,260.51,51.34,1,1
2024-07-21, C ,SOUTH,FURNITURE,415.17,101.73,1,1
2024-08-13,C, South ,Clothing,161.3,17.08,3,3
2024-06-02,C,EAST, GROCERY ,47.75,6.78,8,4
2024-06-09,B,South,FURNITURE,333.51,53.13,4,4
2024-05-29, D ,East,FURNITURE,277.9,33.95,2,1
2024-07-11,C,SOUTH, Furniture ,382.91,57.77,1,1
2024-02-28,E,EAST,CLOTHING,152.93,42.2,2,2
2024-12-15, E ,West,Grocery,65.65,7.71,16,8
2024-12-28, B ,South,Furniture,548.72,100.98,1,1
2024-12-20,A,SOUTH,GROCERY,83.02,18.49,6,3
2024-03-12,C, East , FURNITURE ,479.39,103.28,3,1
2024-12-03,B, South ,GROCERY,72.87,10.99,18,18
2024-02-07,D,SOUTH,GROCERY,33.45,8.29,5,2
2024-09-30,E, South ,ELECTRONICS,248.35,58.69,4,2
2024-07-03,E,WEST,ELECTRONICS,263.09,60.79,2,2
2024-05-07,C, EAST ,Electronics,337.26,48.26,2,2
2024-10-15, D ,Central, GROCERY ,31.27,3.56,19,19
2024-02-24,A,WEST,Furniture,501.43,140.76,4,2
2024-04-23,E, East ,GROCERY,54.36,14.21,5,5
2024-07-10,D, South ,CLOTHING,92.36,12.36,3,3
2024-06-25, A , SOUTH ,ELECTRONICS,301.69,53.07,2,1
2024-05-31,D, WEST ,Electronics,217.78,39.76,2,2
2024-03-13, C ,CENTRAL, FURNITURE ,379.27,74.27,3,1
2024-08-21,B,SOUTH, FURNITURE ,358.22,105.05,2,1
2024-08-31,A,SOUTH,GROCERY,52.36,12.65,10,5
2024-06-12, A ,Central,ELECTRONICS,333.76,74.85,1,1
2024-12-29, A , WEST ,FURNITURE,831.22,187.56,1,1
2024-11-27, A ,EAST, CLOTHING ,219.59,31.55,4,2
2024-09-21,B,East,FURNITURE,421.28,47.89,1,1
2024-10-13, D ,SOUTH,CLOTHING,78.43,9.01,2,2
2024-07-26,B,East, Grocery ,47.38,11.66,13,13
2024-07-21,A, East ,GROCERY,50.46,13.9,16,8
2024-10-30,D,South,ELECTRONICS,191.81,32.24,1,1
2024-12-26, B ,East,FURNITURE,674.32,125.31,4,2
2024-12-26, A ,West, CLOTHING ,300.41,77.45,3,1
2024-07-06, C ,EAST,Grocery,61.38,13.49,8,8
2024-02-28,C, South ,FURNITURE,449.58,53.4,1,1
2024-11-01, D ,South,ELECTRONICS,194.01,53.51,1,1
2024-06-27, C ,SOUTH,CLOTHING,148.69,30.26,1,1
2024-12-10, C ,West,Clothing,233.11,59.39,4,2
2024-06-09,A,East,Furniture,402.28,112.04,1,1
2024-02-29,B, Central , Clothing ,172.5,37.66,3,1
2024-09-18,D,South,Clothing,25.19,3.72,1,1
2024-10-21, D , South , Clothing ,85.38,16.86,2,1
2024-09-06, E , EAST ,CLOTHING,142.93,41.46,2,1
2024-09-07, C ,East, CLOTHING ,198.01,44.91,1,1
2024-06-10, D ,WEST,Furniture,294.14,44.38,2,1
2024-01-05, D ,EAST, Clothing ,100.38,12.85,2,2
2024-07-15, E , South ,GROCERY,29.98,8.82,16,8
2024-12-16, D ,South, GROCERY ,46.21,10.27,12,6
2024-09-07,B, WEST ,ELECTRONICS,261.76,37.01,1,1
2024-04-22,C,WEST, FURNITURE ,495.63,71.28,2,2
2024-04-25,E, Central ,CLOTHING,135.47,16.47,3,1
2024-08-22,E, South ,Electronics,284.32,57.58,1,1
2024-10-20,A,CENTRAL,FURNITURE,429.66,123.03,3,1
2024-10-04,A,South,CLOTHING,149.38,18.34,1,1
2024-08-05,A, East ,FURNITURE,470.67,94.83,3,3
2024-01-17,D,Central,Furniture,265.51,79.27,3,1
2024-02-14, D , WEST , Clothing ,127.93,19.82,1,1
2024-04-17,E,CENTRAL,Grocery,38.91,10.95,16,8
2024-03-25,E,EAST,Clothing,116.02,25.71,1,1
2024-04-15,A,Central,FURNITURE,498.01,131.59,3,1
2024-11-01,E, East ,FURNITURE,359.39,81.68,4,4
2024-12-26,C, CENTRAL ,Furniture,665.0,81.73,2,1
2024-09-20,A,EAST,Grocery,56.31,10.77,18,18
2024-01-31, C ,East,Clothing,157.18,39.33,4,2
2024-05-07, B ,CENTRAL,CLOTHING,138.13,16.03,1,1
2024-12-12,D,South,CLOTHING,149.01,35.13,3,3
2024-10-22,C, SOUTH ,Grocery,50.88,11.13,6,6
2024-08-19,A,WEST, Grocery ,67.36,16.49,16,16
2024-09-20, C , Central , GROCERY ,58.77,16.48,15,15
2024-09-06,C, WEST , ELECTRONICS ,381.71,39.07,4,2
2024-08-22,C,West,GROCERY,58.54,9.31,18,9
2024-04-21,D, East , Grocery ,44.37,5.53,14,14
2024-05-17,C,Central,Furniture,415.78,70.11,1,1
2024-10-07, E ,East,GROCERY,51.56,12.3,16,16
2024-06-24,A,WEST, ELECTRONICS ,402.28,94.37,2,1
2024-11-16,D,WEST,ELECTRONICS,209.2,39.6,2,1
2024-03-21, D ,South,ELECTRONICS,168.31,44.52,2,1
2024-08-07,B, EAST ,Furniture,327.23,57.01,4,2
2024-03-22,C,WEST,FURNITURE,470.92,113.55,1,1
2024-05-08,A,CENTRAL, Clothing ,154.13,28.68,4,2
2024-01-27,D, Central , CLOTHING ,114.53,31.84,4,4
2024-08-07,A,West,ELECTRONICS,357.81,82.0,1,1
2024-04-19,D,West,Clothing,110.53,18.58,4,4
2024-10-30,B, South ,Electronics,265.93,62.61,1,1
2024-01-05, C ,WEST,Grocery,58.74,10.16,9,4
2024-12-21, B ,South,ELECTRONICS,481.6,94.93,1,1
2024-04-27,D,WEST,ELECTRONICS,220.33,44.31,4,2
2024-02-22,C,Central,Furniture,432.54,45.93,3,1
2024-03-11,D,East,CLOTHING,109.3,14.43,4,4
2024-02-05,E,WEST, Clothing ,128.48,15.83,1,1
2024-08-13,C,East, Clothing ,166.38,27.08,2,1
2024-07-29, E , South ,Clothing,118.19,35.08,4,4
2024-02-14, A ,East,ELECTRONICS,392.54,114.71,1,1
2024-10-28, D , CENTRAL ,Grocery,28.13,8.33,10,5
2024-06-10, B ,East, FURNITURE ,306.49,63.28,1,1
2024-11-26,A,EAST,Furniture,455.22,77.95,3,3
2024-12-19,A,Central,Clothing,239.15,57.83,2,1
2024-09-22,E, EAST ,GROCERY,47.64,7.0,19,9
2024-05-31, A ,East,Grocery,52.07,10.88,15,15
2024-07-16,A,EAST, Grocery ,55.58,7.23,17,17
2024-11-22,E,WEST,Electronics,276.41,39.1,2,2
2024-07-03, C ,EAST,Grocery,55.43,9.15,6,3
2024-10-18,D,CENTRAL,CLOTHING,108.28,20.82,4,2
2024-08-29,A, WEST ,Electronics,368.52,89.25,1,1
2024-01-08,C,East,Electronics,360.7,45.62,2,2
2024-01-31,D,Central, GROCERY ,38.78,7.43,10,10
2024-08-04, D ,WEST, Clothing ,133.54,33.27,2,2
2024-05-22, A ,CENTRAL, Electronics ,318.79,61.64,4,2
2024-09-18, B , EAST ,Furniture,403.03,118.46,2,1
2024-07-19, E , WEST ,FURNITURE,376.91,94.57,4,2
2024-12-23,D, EAST ,ELECTRONICS,335.59,53.86,2,2
2024-05-05,A, SOUTH ,ELECTRONICS,429.45,80.84,2,1
2024-08-20, E ,WEST,FURNITURE,365.98,103.85,3,3
2024-12-07,B,West, ELECTRONICS ,562.45,107.54,1,1
2024-12-28,B,WEST,CLOTHING,226.92,50.02,4,4
2024-09-11,C,Central,Clothing,184.86,55.32,3,1
2024-07-09,B,CENTRAL, Electronics ,266.29,26.8,4,2
2024-01-16, C ,South,Furniture,356.68,57.92,4,4
2024-09-25,A,CENTRAL,Electronics,374.94,39.8,3,3
2024-09-11, D ,Central,ELECTRONICS,65.15,6.91,2,2
2024-09-12,E,EAST,FURNITURE,409.99,84.23,3,1
2024-03-21, C ,West,Electronics,433.61,72.28,4,2
2024-04-26,E, West ,Electronics,354.51,72.93,3,1
2024-01-07,B,WEST,Grocery,54.32,6.18,9,9
2024-07-05, D , East ,Clothing,91.13,26.19,1,1
2024-01-19,E, SOUTH ,Clothing,134.24,32.22,1,1
2024-06-13, B ,South,Furniture,339.75,61.09,3,1
2024-05-18,A,CENTRAL,Electronics,309.17,32.43,4,2
2024-09-14,A,EAST, Clothing ,197.55,41.45,3,3
2024-09-21,A,SOUTH,ELECTRONICS,359.53,36.39,4,2
2024-08-26,C,Central,Furniture,519.18,142.14,3,3
2024-02-14,E,South,Electronics,238.14,35.35,2,1
2024-07-07, B , Central , FURNITURE ,353.5,45.61,2,1
2024-11-14, B ,SOUTH, FURNITURE ,395.33,107.8,3,1
2024-10-29,D, East ,CLOTHING,117.97,18.7,3,1
2024-03-18,A,SOUTH,ELECTRONICS,308.8,66.9,2,2
2024-04-29, E , Central ,Electronics,251.86,52.84,3,3
2024-06-20, A , South ,Furniture,373.0,51.31,1,1
2024-02-23,B,East,GROCERY,43.09,11.78,11,11
2024-09-08,A,East,Furniture,542.44,123.36,2,1
2024-02-17,A, East ,Grocery,58.88,11.34,6,3
2024-12-24,C,SOUTH,Electronics,430.03,91.45,3,1
2024-10-24, A ,East, GROCERY ,53.8,15.24,8,8
2024-02-08, E ,WEST, GROCERY ,48.62,13.44,19,9
2024-12-05,B,EAST,Furniture,693.43,169.43,4,2
2024-05-13,C,South,Furniture,386.8,53.3,1,1
2024-06-11,D, CENTRAL , Clothing ,75.96,18.46,1,1
2024-02-08,B,East,Electronics,326.55,63.15,4,2
2024-03-20,A,EAST, GROCERY ,61.25,17.65,10,10
2024-08-26,C,SOUTH, Electronics ,305.24,83.42,1,1
2024-10-01,C,East,GROCERY,58.36,16.42,8,4
2024-06-06,D, Central ,ELECTRONICS,177.53,51.0,2,1
2024-02-16,B,CENTRAL,ELECTRONICS,303.28,37.36,3,3
2024-04-20,C, East ,Electronics,347.7,93.48,4,4
2024-12-30,B,Central,GROCERY,67.3,8.6,11,5
2024-09-19,A,CENTRAL,FURNITURE,481.08,74.9,1,1
2024-03-30,A,SOUTH,GROCERY,52.06,12.24,15,15
2024-10-11, E , East ,ELECTRONICS,348.87,42.2,1,1
2024-08-24,A, EAST , ELECTRONICS ,345.23,61.11,2,1
2024-01-07,A,EAST, CLOTHING ,178.69,40.54,4,2
2024-04-11,D, Central , Electronics ,221.68,22.3,3,1
2024-10-25,E,Central, ELECTRONICS ,263.0,48.17,1,1
2024-01-12,A,EAST,GROCERY,61.96,10.8,6,3
2024-03-06,A,Central,Electronics,355.42,92.14,2,2
2024-01-22,D,West,Clothing,122.77,13.16,3,3
2024-10-20,D, South ,GROCERY,33.62,8.32,8,4
2024-01-16,D, South ,CLOTHING,92.95,10.26,2,1
2024-06-30,B,EAST, Furniture ,347.64,40.7,1,1
2024-05-23, D , East , ELECTRONICS ,251.26,58.64,3,3
2024-11-10,E, EAST , FURNITURE ,399.55,47.94,1,1
2024-09-12, D ,SOUTH,ELECTRONICS,60.04,8.91,2,1
2024-02-14,C, South , Clothing ,157.99,39.06,3,3
2024-08-02,B, East ,Electronics,302.47,85.06,2,2
2024-07-14, C ,SOUTH,Grocery,50.83,5.51,13,6
2024-06-25,E,Central,GROCERY,36.76,9.28,14,7
2024-05-18, B ,WEST, Furniture ,365.37,46.15,1,1
2024-11-01,B, WEST ,Furniture,425.54,91.52,4,4
2024-01-30, D ,CENTRAL,Clothing,97.84,13.34,1,1
2024-03-22, A ,EAST, CLOTHING ,167.55,27.88,3,1
2024-05-16,E, WEST , Clothing ,176.25,40.25,3,1
2024-10-21,D,CENTRAL,Clothing,91.54,19.55,4,2
2024-03-31, B , Central ,Furniture,402.46,94.62,4,4
2024-10-29,A,Central,CLOTHING,205.05,54.53,4,4
2024-10-15, B ,SOUTH,Furniture,304.11,39.68,1,1
2024-03-30,D, West , Electronics ,249.23,60.32,4,4
2024-01-29,B,East,ELECTRONICS,304.5,34.09,1,1
2024-09-26, D ,West, Furniture ,98.27,21.27,4,2
2024-11-10,B, EAST , FURNITURE ,485.06,102.96,3,3
2024-03-31,C,WEST, ELECTRONICS ,395.93,55.82,2,2
2024-03-16,E, East ,ELECTRONICS,306.9,82.69,1,1
2024-09-26,C,West,Furniture,579.26,89.93,3,3
2024-12-26,D,West,FURNITURE,462.99,61.47,4,4
2024-06-03,C,EAST,CLOTHING,161.11,42.21,3,3
2024-08-11,D,CENTRAL,Clothing,98.24,20.41,2,1
2024-12-28,E,Central,Clothing,211.52,50.34,3,3
2024-12-06,E,EAST,GROCERY,74.45,10.87,8,4
2024-06-06, C ,EAST,Clothing,158.33,28.99,4,2
2024-01-01,E,SOUTH,ELECTRONICS,283.06,82.04,4,4
2024-04-03, E , Central ,CLOTHING,124.74,27.96,2,2
2024-11-23, E ,WEST,Grocery,45.42,9.64,19,9
2024-03-13, C , WEST ,Clothing,193.39,37.96,2,2
2024-06-26,C,East,Electronics,319.87,95.64,1,1
2024-12-28,C,SOUTH,ELECTRONICS,497.79,88.79,2,2
2024-05-15,B,EAST,ELECTRONICS,277.15,55.33,4,4
2024-06-28, C ,West,Electronics,352.13,102.33,4,2
2024-01-25, D ,South,Grocery,26.74,7.59,9,9
2024-03-26, D ,SOUTH, GROCERY ,31.88,4.55,11,11
2024-06-28, E , South , ELECTRONICS ,243.2,58.29,1,1
2024-09-02,E,East,CLOTHING,153.32,44.55,3,3
2024-08-19, A ,West,Furniture,523.13,133.2,2,1
2024-01-11,C,Central,Electronics,340.92,49.91,4,4
2024-02-07,C,East, Grocery ,66.04,16.69,8,4
2024-03-23, A , West ,FURNITURE,516.35,113.91,1,1
2024-10-31,E,South,ELECTRONICS,268.39,56.47,4,2
2024-08-08,B,South, Clothing ,142.38,15.55,3,3
2024-01-28, A , Central ,Clothing,162.62,42.55,3,1
2024-04-07, D ,CENTRAL,FURNITURE,278.46,41.54,2,2
2024-06-01,B,WEST,ELECTRONICS,323.25,90.6,1,1
2024-07-20,E,SOUTH, Clothing ,112.91,33.65,2,1
2024-01-28,C,West,Grocery,63.2,12.41,13,13
2024-02-14,C,South,Clothing,164.8,19.47,3,1
2024-02-19,A,East,Clothing,149.32,44.57,1,1
2024-11-22, C ,WEST, GROCERY ,60.58,13.01,17,8
2024-02-29,C, SOUTH , Grocery ,57.58,15.86,5,2
2024-09-07,C, West , Grocery ,61.52,6.49,8,4
2024-04-04,C,South,Furniture,434.17,126.46,1,1
2024-04-05,D, West ,Furniture,328.25,77.44,2,1
2024-08-13,D,CENTRAL,CLOTHING,96.11,20.44,4,4
2024-05-17, E , West ,Clothing,133.84,22.12,1,1
2024-12-22,A,WEST,Furniture,777.6,218.31,3,3
2024-10-04, D ,EAST, Electronics ,213.64,38.5,2,1
2024-07-17,E,SOUTH,Grocery,41.02,8.57,8,8
2024-10-20,B,SOUTH, Furniture ,379.4,57.31,1,1
2024-02-10, D , West ,Clothing,124.12,28.2,2,1
2024-03-02,D, East ,Clothing,87.94,13.99,3,1
2024-04-18,B, East ,Electronics,296.73,78.74,3,1
